QueryText,KccAns
groundnut late leaf spot management ,"recommended to spray ( carbendazim +mancozeb ) (saaf) 400gm / 200 lit of water /acre
( ??????????? + ????????? ) 400 ???????? / 200 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????
recommended to spray chlorothalonil (kavach) 400 grams / acre  
 ?????????????  400 ????????   / 200 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????? 
"
groundnut leaf  eating caterpillar management,"recommended to spray profenofos  (curacron) 400 ml/200 liters of water /  acre 
 ????????????  400 ?????? ???????   /200 ?????? ?????? ??????? ????? ?? ?????? ???????? ??????
"
"when to apply gypsum in groundnut 
",suggested to apply 200 kgs of gypsum per acre during flowering stage
cater fillers in ground nut,"recommended to spray    novaluran  (rimon) 300 ml /200 litres of water / acre  
????????????  300 ?????? ???????   / 300 ?????? ?????? ??????? ????? ?????? ???????? ??????
"
"fertilizer management in ground nut
",recommended to apply 20.20.0.13-50kg/acre 
damping off in ground nut ,"( ??????????? + ????????? ) 400 ???????? / 200 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????
( ?????????????   + ??????)  500 ???????? /150 ?????? ?????? ??????? ?????  ?? ?????? ???????? ?????? 
"
white fly in ground nut ,"recommended to spray thiamethoxam (actara/crulser) 40 grams /200 litres of water / acre   ????????????? 40 ????????   / 200 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????? 
"
"sucking pest in ground nut
","recommended to spray acetamiprid(pride)   40 grams  /200 litres of water /acre 
?????????????   40 ????????   / 200 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????? 
recommended to spray imidacloprid (confidor) 60 ml /150 litres of water / acre       ???????????????  60 ?????? ??????? /150 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????? 
"
stem rot in groundnut ,"recommended to spray  hexaconazole (contaf) @ 400 ml /200 litres of water / acre  
?????????????   400 ?????? ???????  / 200 ?????? ?????? ??????? ????? ?????? ???????? ??????
"
sucking pest management in ground nut  ,"recommended to spray thiamethoxam 40 grams /150 litres of water / acre   
"
leaf spot of groundnut ,"recommended to spray chlorothalonil(kavach) 400 grams / acre  
 ?????????????  400 ????????   / 200 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????? 
"
"fertilizer application in ground nut 
","recommended to pply urea-10kg/????
recommended to spray npk 19-19-19 mixture  5 grams/1 litre of water  
"
about leaf spots management in ground nut,"( ??????????? + ????????? ) saaf  400 ???????? / 200 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????
"
eating caterpillar management in ground nut ,"recommended to spray emamectin benzoate  90 grams /150 litres of water / acre  
"
about time of spraying of chemicals during morning,???? ???? ?? ??? ???? ????? ?????? ????? ????????? ???????? ????????? .
tikka disease of ground nut,"recommended to spray  hexaconazole (contaf) @ 400 ml /200 litres of water / acre  
?????????????   400 ?????? ???????  / 200 ?????? ?????? ??????? ????? ?????? ???????? ??????
"
sucking pest's & borer's management ,"recommended to spray spinosad (tracer) 75 ml/200 litres of water / acre 
??????????  75  ?????? ???????   /200 ?????? ?????? ??????? ??????? ?????? ???????? ?????? 
"
ground nut season for sowing time : ,???? ??????  ???? ???????? ????? ?????? ????? ???? ????????? 
sucking pest and leaf eating caterpillar in groundnut,"recommended to spray  ( chlorantraniliprole + lambda-cyhalothrin )(ampligo) 100 ml / acre   
???????? ( ????????????????????  + ??????? ???????????  )  100 ?????? ???????   /150 ?????? ?????? ??????? ??????? ?????? ???????? ?????? 
recommended to spray azadirhachtin ( neem seed kernal oil )  1 litre  /200 litres of water /acre 
 ??? ???? 1 ????? /200 ?????? ?????? ??????? ?????  ??  ??????  ???????? ??????  
"
about weed management in groundnut,? ???? ?? ????? ???? ??? ???? . ?? ???? ???? ???? ????????? .
about pre precautions to avoid pest and diseases infestation ,??? ???? 5 ?????? ??????? / 1  ????? ??????  ???????   ?????   ???????? ??????  
early and late leaf spot in ground nut ,--?????????????  400 ????????   / 200 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????? 
groundnut leaf eating caterpillar /leaf spot management," recommended to spray  chlorpyrifos  (corabon/predator) 500 ml/200 liters of water / acre
 ??????????????   500 ?????? ???????  / 200 ?????? ?????? ??????? ?????  ?? ?????? ???????? ?????? 
recommended to spray  hexaconazole  (contaf) 400 ml /200 liters of water / acre  
?????????????   400 ?????? ???????  / 200 ?????? ?????? ??????? ????? ?????? ???????? ??????
"
groundnut pre emergence weed management,"--recommended to spray pendimethalin (stamp) 1 liter /200 liters of water acre 
 ?????????????(???????)   1  ????? /200 ?????? ?????? ??????? ????? ?? ?????? ???????? ??????	 
"
leaf spots management in ground nut  ,"recommended to spray chlorothalonil (kavach) 400 grams / acre  
 ?????????????  400 ????????   / 200 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????? 
"
weed management in barren land,"--recommended to spray metribuzin (sencor) 200-250 grams/ 200 litres of water /acre 
???????????? (??????????, ?????, ????????)  200-250  ????????/200 ?????? ?????? ??????? ????? ?? ?????? ???????? ??????
???? ????? ??????? , ??????????????? :08554200418"
pre emergent herbicide in ground nut,"recommended to spray pendimethalin 1 litre /200 litres of water acre 
 ?????????????(???????)   1  ????? /200 ?????? ?????? ??????? ????? ?? ?????? ???????? ??????	 
"
fertilizer  dosages for groundnut ,"
16??????? ?????  ???????? ??????  +12 ?????  ??????  + 20 ????????  ??? ??????  ??????   / 1 ????  ?? ??????  
"
magnisium deficiency in ground nut,"recommended to go for magnesium sulphate @10grms per ?????
recommended to spray acephate(arthin) 300 grams/ 200 litres of water / acre 
??????? 300 ???????? / 200 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????? 
recommended to spray azadirhachtin ( neem seed kernal oil )  1 litre  /200 litres of water /acre 
 ??? ???? 1 ????? /200 ?????? ?????? ??????? ?????  ??  ??????  ???????? ??????  

"
tikka leaf spot management ground nut ,"recommended to spray chlorothalonil 400 grams / acre  
 ?????????????  400 ????????   / 200 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????? 
"
aphid management in groun nut,"recommended to spray imidacloprid (confidor) 60 ml /150 litres of water / acre       ???????????????  60 ?????? ??????? /150 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????? 
"
adult management in ground nut ,"recommended to spray monocrotophos (nuvacron) 320 ml /200 litres of water /acre 
??????????????  320 ?????? ???????  200 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????? 
recommended to spray azadirhachtin 5 ml / 1 litre of water 
  ??? ???? 5 ?????? ??????? / 1  ????? ??????  ???????   ?????   ???????? ??????  

"
groundnut pre emergence weed management ,"recommended to spray pendimethalin (stamp) 1 liter /200 liters of water acre 
 ?????????????(???????)   1  ????? /200 ?????? ?????? ??????? ????? ?? ?????? ???????? ??????	 
"
weed management in ground nut   ,  go  for hand weeding after 5 das
 weed management    in ground   nut   ,butachlor 2ml/acre  should be spray whithin 24-48  hours  of time
"groundnut leaf eating caterpillar management
","recommended to spray profenofos (curacron) 400 ml/200 litres of water /  acre 
 ????????????  400 ?????? ???????   /200 ?????? ?????? ??????? ????? ?? ?????? ???????? ??????
"
seed treatment  of ground nut  ,"
1kg of seed 3 gm of mancozeb   ,2ml imidacloprid"
groundnut leaf  spot management,"recommended to spray propiconazole  (tilt)  200 ml / 200 liters of water /acre  
?????????????  200 ?????? ???????  / 200 ?????? ?????? ??????? ????? ?????? ???????? ??????
recommended to spray azadirhachtin 5 ml / 1 liter of water 
  ??? ???? 5 ?????? ??????? / 1  ????? ??????  ???????   ?????   ???????? ??????  
"
"weed management in groundnut
  ",donot spay any weedicide at this time
leaf eating caterpillers in groundnut ,"recommended to spray  novaluron+indoxacarb  350 ml / 200 litres of water / acre   ???????????? + ?????????????     350 ?????? ???????   / 200 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????? 
"
weedicide in groundnut ,"recommended to spray pendimethalin 1 litre /200 litres of water acre 
 ?????????????(???????)   1  ????? /200 ?????? ?????? ??????? ????? ?? ?????? ???????? ??????	 
"
preventive method for groundnut leaf folder management,"recommended to spray azadirhachtin 5 ml / 1 litre of water 
  ??? ???? 5 ?????? ??????? / 1  ????? ??????  ???????   ?????   ???????? ??????  "
groundnut leaf eating caterpillar managemnent ,"??????????? ?????????proclaim (syngenta), 90 ???????? /150 ?????? ?????? ??????? ????? ?? ?????? ???????? ??????"
tikka disease in  ground nut,"recommended to spray chlorothalonil(kavach) 400 grams / acre  
 ?????????????  400 ????????   / 200 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????? 
"
catterpillers damage in groundnut," ??????????????   500 ?????? ???????  / 200 ?????? ?????? ??????? ?????  ?? ?????? ???????? ?????? 
"
about powdery mildew management in sesamum,"recommended to spray  hexaconazole  (contaf) 400 ml /200 litres of water / acre  
?????????????   400 ?????? ???????  / 200 ?????? ?????? ??????? ????? ?????? ???????? ??????
"
