QueryText,KccAns
powdery mi8ldew in greengram,"kerathin 1ml/lit water , bavistin 1g/lit water"
weedicide in  field,spray   glycil 8 ml / lit of water
green gram growth and powdery mildew,"recommended to  spray multi k   

 spray propiconazole (tilt, radar)  200 ml per acre"
green gram  yellow vein mosaic,recommended to rogoar 400ml/acre
asked about leaf spot in green gram,recommended to spray mancozeb@2gm/lit
asked about green gram,recommended to spray blitax 30gm and 1gm in 10lit
asked about crops in summer,recommended to grow blackgram
caterpillar and for flower in green gram,"recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre  
recommended to spray acephate (antaf, artin, lucid )  300 grams per acre   
""recommended to  spray multi k (13-0-45) 1kg/acre in 200 lt water"
gren gram starting stage,"recommended to spray monocrotophos(nuvacron, phoskil, luphos) 300 ml per acre"
leaf spots on greengram,"carbendazim (bavistin, derosal, carbendazim) 200 grams per acre"
fertilizer application in green gram,not recommendeed
yellow mosaic on greengram,"dimethoate(rogar, rogarin) 400 ml per acre      ??????????(??????, ????????) ??????? 400 ??????  200 ??????? ?????? ????? ???????? ??????"
asked about whitefly in green gram,recommended to spray dimethioate@2ml/lit
weed control in green gram at 15-20th day,"recommended to spray imazitapyr (pursuit ) 400 ml per acre   
recommended to spray quizalopop ethyl(targa super) 400 ml per acre"
caterpillar in greenghram,"recommended to spray monocrotophos(nuvacron, phoskil, luphos) 300 ml per acre"
green gram nutrient mangement,"vemricompost-4 tons,tricoderma viride 10 kg, neem powder-10 kg/acre"
flower drop in greengrams,recommended for planofix 5ml/20 ltr of water
control of leaf folder in green  gram,spray cloropyriphos  500 ml / acre
leaf eating catrpillar,chloropyriphos 2.5ml /liter water
caterpillars in green gram,"recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre"
green micro nutrient deficiency,recomended to spray agromin max 5grams/litre
market rate green gram,6500-6700 rs/quintal
green gram 9 chittu purugulu ),"recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre  ??????????????(???????? , ?????????, ????? , ????????, ?????? ) ??????? 500 ??????  200 ??????? ?????? ????? ???????? ??????"
yellowing of green gram,recommended for agromin max 1kg/acre
asked greengram mosaic virus,"recommended to spray monocrotophos(nuvacron, phoskil, luphos) 300 ml per acre"
green gram downy mildew,recomonded dosage redomil gold 2gr/lit watyre
wilt in gram,recomended blitox 3gm/lit water
green gram pod  borer,"chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre"
green gram nutrients,spray  19 19 19 5 gr / lit of water + agromin max   5gr / lit of water
green gram cater pillar,recommended to neem oil 1lit/acre
caterpillar in green gram and growth,"chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre  
acephate (antaf, artin, lucid )  300 grams per acre"
green gram white fly damage,acephate 1.5 gram / liter
green gram pallaku disese,"recommended to monocrotophos(nuvacron, phoskil, luphos) 400 ml per acre"
green gram season for summer,recommended to season for march is the last month
green gram caterpiller,"recommended to spray propinophos (curecron, profex,don, bolero)  400 ml per acre"
green gram leaf eating pillers,chloripyriphos 2.5 ml/lt water
leaf eating caterpillr,recommended to spray chloropyriphos 2.5ml /liter water
asked about trichoderma viridae,recommended 95 kg dung + 5 kg  trichoderma viridae
grrn gram varities,"lgg_407. lgg-450, lgg-460,"
ants in green gram,"recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre"
black gram yellow vien mosaic virus,recommended to rogoar 400ml/acre
green gram leaf cutting,dimethoate(rogar) 400 ml/acre
green gram sowing time re,recomended for june-july
control of   mosaic in green gram,spray imidaclopride  160 ml / acre
green gram leaf eating pests,"recommended to spray monocrotophos(nuvacron, phoskil, luphos) 300 ml per acre 
  
recommended to  spray multi k"
green gram micro nutrient deiciency,recomended to spray agromin max 5grams/litre
starting stage of green gram,"recommended to spray monocrotophos(nuvacron, phoskil, luphos) 300 ml per acre"
greengram storage pest,recommended for malathian 2ml/lit water
disease attack in green gram,"recommended to spray hexaconazole(contaf, anvil)  400 ml per acre"
farmer call center number,contact to 1800-425-4440
green gram tobbaco cater piller,recomonded dosage plithora 350ml/acere
leaf eating  catter piller  in green gram,proclaim 90g/acre
wilt in grams,recommended for coppor oxy chloride (blitox) 600 grams/acre
post emergence weed management in green gram,"spray, imazithapyre (pursuit) 300 ml/200l water/acre"
sucking pest and aphid damage,recommended rogar 400ml/acre
greengram  sucking pest,"acephate (antaf, artin, lucid )  300 grams per acre"
about management of whitefly and growt in green gram,"recommended to spray monocrotophos(nuvacron, phoskil, luphos) 300 ml per acre    
for growth multi-k(13-0-45) 1 kg/acre in 200 lt water"
pulses in yellow mosaic,recommended for to spray acephate 1.5 g and imidachlopride 0.5 ml per liter water
ymv control in green gram,"recommended to spray dimethoate(rogar, rogarin) 400 ml per acre"
mite damage in pulses,"recommended to spray dicofal(kelthane, mite, hillfol) 1000 ml per acre"
weed management green gram,das 40    go fer inter cultivation
control of  stored  grain pest  in  green gram,put   the   neem leaves  in   gunny bages  which is  filled  with green grams
weedicide in grrengram,"imazythpyr250ml/acre,pursuit"
greengram leaf eating caterpiller,recommanded for chloripyriphas 500 ml/ac
control of  micro nutrient deficiency in grren gram,spray  agromin max    5gr / lit of water
sowing time variety,sowing timejune to july variety l.g.g407.l.g.g460
pallak tegulu in green gram,sprey rec. dosage of  trizophas 1.5ml/1lit water and dimethioate 2ml/1lit water
shall i apply pesticide for one week age green gram crop,no need
green gram sucking pest and yellow mosaic,"recommended to spray monocrotophos(nuvacron, phoskil, luphos) 300 ml per acre"
weedmanagement in green gram,penaxaprop ethyl 250ml./acre
green gram leaf  eating catter piller,spray lambda syhalothrin  250  ml / acre
leaf eating in greengram,proclaim 90 g/acre
aphid in greengram,recommended for imidachloprid o.3 mll/lit water
for growth in green gram,recommended for multi k (13-0-45) 1kg/acre
tobacco catterpiller in green gram,"recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre"
weed managemant in green gram(30 days crop),not recommended
weed maanagement in green gram,recommended to spray imazitapyr (pursuit ) 400 ml per acre
yelloe mosaic virus contol in green gram,"recommended to spray dimethoate(rogar, rogarin) 400 ml per acre"
flower drapping in green gram,sprey rec. dosage of planofix 10ml/1lit. water and formula-4   5gr./1lit.water
black spots in grams,recommended to spray copper oxy chloride (blitox) 600 grams per acre
sucking pest problem in grrengram,sprey rec. dosage of ulala75gr/acr
sprey fertilizers in pulses,recommended for multi -k or 19-19-19 or agrominmax any one spray 1 kg /acre
green  gram  white fly damage,"recommended to spray acephate (antaf, artin, lucid )  300 grams per acre"
management of thrips in greengram,monocrotophos(nuvacran )1.6 ml/lt water
helicoverpa  in greengram,"recommended to spray chlorpyrphos(korban, dursban, lethal,  radar) 500 ml per acre"
pest dsamage in green gram,recommended to spray flubendamide(fame) 40-50 ml per acre
green gram  virus damage,recommended to spray triazophos  300 ml per acre
green graam white fly management,green graam white fly management -recommended to spray acetamiprid   40 grams  /acre
green gram pod borer damage,recommended to spray  lambda cyhalothrin   300-400 milli liter / acre
sucking pest damage in pulses,"recommended to spray triazophos (hostathion, titan, sutathion) 300 ml per acre"
green gram pest   damage,recommended to fipronil(regent)400 ml/acre  in 200 liter water
greengram tobacco caterpillar,recommended to spray neem oil 1 litre in 100 litres of water
ymv damage in green gram,recommended to fipronil(regent)400 ml/acre  in 200 liter water
green gram sucking pest controll management,recommended to spray acetamipride 40 grams per acre
"yellow mosaic
(pallaku tegulu)greengram",spray monocrotophos @ 1.6ml/l or acephate @ 1.5g/l or triazophos @ 2ml/l of water to control the vector (whitefly).
weedicide for green  gram,recommended to spray quizalopop ethyl 400 ml per acre
green gram maruka vitrata damage,recommended to spray lambda cyhalothrin  300-400 milli liter /acre
about management of the maruca in green gram,recommended to spray emamectin benzoate (proclaim) 100 grams/acre in 200 liter of  water
greengram yellow mosaic disease,recommended to spray dimethoate 400 ml in 150 litres of water
leaf eating caterpillar damage in green gram,recommended to spray flubendamide(fame) 40-50 ml per acre
green gram weed management  pre emergence,recommended to spray green gram weed management  pre emergence pendimethalin  1 litre /acre
green gram pod borer management,recommended to spray emamectin benzoate  90 gram/acre for 200 liter of water
pest damage  in pulses,"recommended to spray acetamipride(pride, manik,vermit) 40 grams per acre"
green gram yellow mosaic managment,"recommended to spray dimethoate  400ml/acre 
 water"
green gram yellowing mosaic,recommended to spray monocrotophos 400 ml /acre
leaf eating caterpiller in green gram,recommended to spray novaluran+indoxicarb (plithora) 350 ml per acre
greengram yellow vein mosaic virus,recommended to spray dimethoate 2ml/litre
greengram whitefly management,recommended to fipronil400 ml/acre  in 200 liter water
leaf eating catterpiller in green gram,recommended to spray novaluran 200milli/acre
green gram yellow mosiac virus,recommended for spray acephate 300 gr/acre in  200 lt water
white flies management in green gram,recommended spray spinosad 75 ml/acre sprinter  tracer
management of the leaf spot in green gram,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre"
green gram yellow mosaic disease,recommended for spray acephate 300 gr/acre in  200 lt water and neem oil 1 liter per acre in 200 liter water + 200 grams surf powder in 200 liter water
green gram yellow vein mosaic virus managment,recommended to spray dimethoate  400ml /acre
bhar hairy caterpillar investation,recommended to spray flubendamide(fame) 25 ml per acre
pod fly damage in pulses,recommended for dimethoate ( rogar) 400 ml / acre 200 liter water
greeengram pod borer,"recommended poison baiting 5 kgs rice bran,1/2 kg jaggery,500 ml chloropyriphos in sufficient amount of water."
antharacnose management in green gram,"recommended to spray captan(captaf, esso, captan) 500-600 grams per acre"
stem borer  damage  in poddy,recommended to spray chlorantriniprolu  (corazen) 40-60 ml/acre
weedicide in greengram,weedicide in greengram: fenoxyfop ethyle 250 ml/ac
whhite flies management in green gram,recommended to spray acephate 300 gr/acre in  200 lt water
"yellow mosaic virus
(pallaku tegulu) green gram",spray monocrotophos @ 1.6ml/l or acephate @ 1.5g/l or triazophos @ 2ml/l of water to control the vector (whitefly).
green gram leaf roller  management,"green gram leaf roller  management:recommended to spray dichlorvos  250 ml / 200 liters of water /  acre 
recommended to spray  chlorpyrifos 500 ml/200 liters of water / acre"
pod borrer damage in green gram,recommended to spray phosalone 300milli/acre
anthracnose management in green gram,"recommended to spray captan(captaf, esso, captan) 500-600 grams per acre"
pod borer damage in pulses,recommended to spray novaluran+indoxicarb (plithora) 350 ml per acre
green gram virus damage,recommended to remove  effected plants  & spray acephate 1.5 gram/liter water
weed management in green gram crop,"recommended to spray imazitapyr ( weedblock, pursuit, )300- 400 ml per acre"
thrips damage in greengram,"recommended to spray difenthiuron(polo,pegasus) 300 grams/acre"
tmv in green gram,recomended to spray acephate 300grams/acre and to use yellow stickey traps 8-10/acre
sucking pest in grem,"recommended to spray thiomethoxome (actra, sitara,renova,) 40 grams per acre"
green gram  leaf folder,recommended to spray lamda saihalothrin 400ml /acre
tobacco cater pillar in green gram,recommended to spray chloripyriphos 500 ml/acre
"yellow mosaic
(pallaku tegulu) of green gram",spray monocrotophos @ 1.6ml/l or acephate @ 1.5g/l or triazophos @ 2ml/l of water to control the vector (whitefly).
crop growth of greengram,spray( 13-0-45)multi k 1kg/200l water
midge fly in green gram,"recommended to spray triazophos (hostathion, titan, sutathion) 300 ml per acre"
yellow mosaic disease in greengram,recommended to spray acephate 300 gr/acre for vector control
aphids attack in green gram,recommended to spray dicofol 5milli/liter/acre
about the greengram powdermildew,recomonded to spray sulphur 600grams/acre
ground nut  leaf curling,recomended to spray  imidacloprid 80ml/acre
green gram leaf curling  damage,recommended to spray  acephate 1 gram /liter water dimthiate 2 milli liter water
