QueryText,KccAns
leaf blight in red gram,recommended to spray  mancozeb  400 grams/200 litres of water /acre
sucking pest management in gram,recommended to spray flubendiamide  40 ml /200 liters of water / acre
red gram  leaf eating caterpillar management,recommended to spray  chlorpyrifos  500 ml/200 litres of water / acre ??????????????   500 ?????? ???????  / 200 ?????? ?????? ??????? ?????  ?? ?????? ???????? ??????
red gram leaf webbing management,recommended to spray emamectin benzoate  90 grams /200 litres of water / acre
flower  inreasing management in redgram,recommended to spray  13-0-45 1 kg/acre in 200 lt water
leaf webber management in red gram,recommended to spray monocrotophos 320 ml /200 liters of water /acre
leaf folder in red management,recommended to spray lambda cyhalothrin 400 ml /200 litres of water /  acre
leaf caterpillar in red gram,recommended to spray triazophos  300 ml per acre
floer drop in rred gram,fertiliser dosages :   recommended to apply  single super phosphate    kgs +  urea   kgs  +  murate of potash  kgs  /acre
pod borer mangement,recommended to spray monocrotophos 400 ml /200 liters of water /acre ??????????????  400 ?????? ??????? /?? ?????? ???????? ??????
red gram sukking pest,recommended to spray monocrotophos 400 ml /200 litres of water /acre
red  gram root rot management,recommended  to drench  copper oxy chloride  3 grams / 1 litre of water
leaf webber management in redgram,leaf webber management in redgram: recommended to spray  chlorpyrifos  500 ml/200 litres of water / acre
red gram caterpillar management,recommended to spray chlorantriniprolu   40-60 ml/acre
leaf folder in maize,recommended to spray lambda cyhalothrin 400 ml /200 litres of water /  acre
stem rot management in redgram,recommended  to spray copper oxy chloride  600 grams   +   streptocycline   20 gram  / 200 litres of water /acre
red gram leaf eating  cater pillar management,recommended to spray dichlorvos  250 ml / 200 litres of water /  acre
red gram fertilizer dosas,recommended to spray 19-19-19 kg/acre
red gram leaf folder manaement,recommended to spray acephate 300 grams/ 200 litres of water / acre
red  gram pod hopper,recommended to spray    novaluran  300 ml /200 litres of water / acre
red gram prtilizer,recommended to spray 19-19-19 kg/acre   in 200 liter water       19-
redgram cropgrowth management,recommended to spray multi k 13-00-45 1kg/per acer
redgram pod borer managemnet,recommended to spray dichlorvos  200 ml / 200 litres of water /  acre
redgram pod borer maangement,redgram pod borer maangement
leaf folder management in pigeonpea,recommended to spray monocrotophos  320 ml /200 litres of water /acre
leaf eating caterpillar management in,recommended to spray emamectin benzoate  90 grams /200 litres of water / acre
red gram leaf eating cater management,recommended to spray dichlorvos  250 ml / 200 litres of water /  acre
stem root management in redgram,recommended  to drench  copper oxy chloride  3 grams / 1 liter of water
red gram in  pod borer,recommended to spray profenofos 400 ml/200 litres of water /  acre
whitefly management in bengal,recommended to spray triazophos 300 ml /200 litres of water / acre
red gram leaf eating cater pillar,recommended to spray  chlorpyrifos 500 ml/200 liters of water / acre
redgram leaf eating caterpillar ,"recommended to spray azadirhachtin ( neem seed kernal oil )  1 litre  /200 litres of water /acre 
"
red gram root grubs management,recommended to drench chlorpyrifos 6 ml/1 litre  of water
redgram fertiliser management,"redgram fertilisers:basaldose- 2 tones farm manure, 1bag dap"
redgram root  grub management:,recommended to apply carbofuran 3 g  granules  8-10 kg /acre
weed management for 15 days of red gram crop,not recommended
red gram  leaf eating caterpillar manageemnt,recommended to spray emamectin benzoate  90 grams /150 litres of water / acre 
management of caterpillars in pigeon pea ,"recommended to spray dichlorvos  250 ml / 200 litres of water /  acre    
"
red gram leaf eating cattier pillar,recommended to drench chlorpyrifos 6 ml/1 litre  of water
leaf eating caterpillars management in red gram,recommended to spray emamectin benzoate  90 grams /200 litres of water / acre
leaf webber managementin red gram,recommended to spray monocrotophos  320 ml /200 litres of water /acre
redgram leaf eating cater pillar management,redgram leaf eating cater pillar management
redgram lwaf webber management,redgram lwaf webber management :  recommended to spray azadirhachtin 5 ml / litre of water
redgram pod borer management:,redgram pod borer management:recommended to spray cartap hydrochloride 400 grams/ 200 iters of water / acre
red  gram  leaf eating caterpillar management,recommended to spray acephate 300 grams/ 200 litres of water / acre
redgram gram sucking pest management,redgram gram sucking pest management
management of redgram leaf roller,recommended to spray  chlorpyrifos  500 ml/200 litres of water / acre
spotted pod borer management in red gram,recommended to spray thiodicarb 300 gr 200 litres of water / acre
spodoptera management in red gram,recommended to spray  chlorpyrifos  500 ml/200 liters of water / acre
red gram sucking pest mangement,recommended to spray acetamiprid   40 grams  /200 litres of water /acre
red gram sterility mosaic virus management,recommended to spray  spiromesifen  200 ml/200 litres of water /acre
farmar asked about  mass plus dosage ,mass plus dosage 2ml / 1 lt water
"about red gram variety
",--not sure about the question
gall midge in red gram   , recommended to belt expert 80 ml / 200  lt water
"borers  and  caterpillars  management in pigeon pea
","చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray emamectin benzoate  (proclaim) 90 grams /150 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
pod borer management  ,"recommended to spray flubendiamide  (fame) 40 ml /200 litres of water / acre  
ఫ్లూబెండమైడ్   40 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray lambda cyhalothrin (karate) 400 ml /200 litres of water /  acre  లాంబ్డా సైహలోత్రిన్  400 మిల్లి లీటర్లు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
through drip system ,"recommended to spray npk 19-19-19 mixture  5 grams/1 litre of water  2kg/acre
"
pod borer management in red gram ,"recommended to spray  novaluron+indoxacarb  (plithora) 350 ml / 200 litres of water / acre   నొవాల్యురాన్ + ఇండాక్సకార్బ్     350 మిల్లి లీటర్లు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
pod borer in  red gram ,"లాంబ్డా సైహలోత్రిన్  400 మిల్లి లీటర్లు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
ఫ్లూబెండమైడ్   40 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
క్లోరాంత్రనిలిప్రోల్  60 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
"
nutrient management in red gram  ,"
 recommended to spray agrominimax 3 grams/1 liter of water       
??????????  400 ?????? ??????? /200 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????? 
?????????????  200 ?????? ???????  / 200 ?????? ?????? ??????? ????? ?????? ???????? ??????


                                                                             "
tobacco caterpillar management  ,"recommended to spray  novaluron+indoxacarb  350 ml / 200 litres of water / acre   ???????????? + ?????????????     350 ?????? ???????   / 200 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????? 
"
red gram  spotted pod borer management,"recommended to spray chlorantraniliprole (coragin) 60 ml/150 liters of water / acre    ????????????????????  60 ?????? ???????   /150 ?????? ?????? ??????? ?????  ?? ?????? ???????? ??????
"
caterpillar management in redgram," recommended to spray  chlorpyrifos  (corabon/predator) 500 ml/200 litres of water / acre
 ??????????????   500 ?????? ???????  / 200 ?????? ?????? ??????? ?????  ?? ?????? ???????? ?????? 
"
pod borer and sucking pest in pigeon pea,"recommended to spray emamectin benzoate  (proclaim) 90 grams /150 litres of water / acre  
???????????  ?????????  90 ????????   /150 ?????? ?????? ??????? ?????  ?? ?????? ???????? ?????? 
"
sucking pest in pigeon pea,"recommended to spray thiamethoxam (actara/crulser) 40 grams /200 litres of water / acre   ????????????? 40 ????????   / 200 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????? 
"
red gram fruit pod fly management,"recommended to spray acephate(arthin) 300 grams/ 200 litres of water / acre 
??????? 300 ???????? / 200 ?????? ?????? ??????? ????? 
?? ?????? ???????? ?????? 
recommended to spray lambda cyhalothrin (karate) 400 ml /200 litres of water /  acre  ??????? ???????????  400 ?????? ???????   / 200 ?????? ?????? ??????? ????? ?????? ???????? ??????
"
rd gram root rot management,"recommended to drench copper oxy chloride  3 grams / 1 liter of water  ????? ????????????? 3 ???????? / ????? ?????? ????? ????? ?????? ????? ?????? 
"
"stem fly management in redgram

","recommended to spray monocrotophos (nuvacron) 320 ml /200 litres of water /acre 
??????????????  320 ?????? ???????  200 ?????? ?????? ??????? ????? ?? ?????? ???????? ?????? 

seed treatment with carbosulfon (marshal)40 gms per kg seed
 thiamethoxam(acttara)@4 grams per kg seed "
