QueryText,KccAns
root rot in black ,"recommended to drench copper oxy chloride  3 grams / 1 litre of water  కాపర్ ఆక్సీక్లోరైడ్ 3 గ్రాములు / లీటర్ నీటిలో కలిపి మొక్క మొదల్ల దగ్గర పోయాలి 
"
"white fly in black gram
",recommended to spray lancer gold (acephate +imidachloprid )400 gm/acre 
sucking pest in black gram ,"recommended to spray thiamethoxam (actara/crulser) 40 grams /200 litres of water / acre   థయోమిథాక్జొమ్ 40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray imidacloprid (confidor) 60 ml /150 litres of water / acre       ఇమిడాక్లోప్రిడ్  60 మిల్లి లీటర్లు /150 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
bacterial leaf blight in blackgram,"recommended  to 
spray copper oxy chloride  600 grams +streptocycline   20 gram  / 200 litres of water /acre  కాపర్ ఆక్సీక్లోరైడ్   600  గ్రాములు + స్టె 
ఫ్టోసైక్లిన్ 20  గ్రాములు /200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
"borers, for growth","recommended to spray  chlorpyrifos  (corabon/predator) 500 ml/200 litres of water / acre
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray agrominimax 3 grams /1 liter of water 
 అగ్రోమిం మాక్స్ @౩గ్రాములు ఒక లీటర్ నీటికి.
అగ్రోమింమ్యాక్స్ ఎకరానికి 600 గ్రాములు 200 లీటర్ల నీటికి కలిపి పిచికారీ చేయాలి                                                               
"
grass hopper and beetles .,spray dichlorvos 300ml+ acephate 150 gm/ in 200lt of water. add aries agromin max 500mg/ acre.
sucking pest and leaf folder in black gram ,"recommended to spray  fipronil  +imidacloprid (police) 100 grams/200 litres of water /acre  
recommended to spray chlorantraniliprole (coragin) 60 ml/150 litres of water / acre    క్లోరాంత్రనిలిప్రోల్  60 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
recommended to spray dichlorvos  (nuvon) 250 ml / 200 litres of water /  acre    
డైక్లోరోవాస్ 250  మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
bollworm in black gram," recommended to spray thiodicarb (larvin) 300 gr 200 litres of water / acre   
థయోడికార్బ్ 300 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
recommended toflubendiamide  (fame) 40 ml /200 litres of water / acre  
ఫ్లూబెండమైడ్   40 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
"boll worm problem ,root rot problem","recommended to spray flubendiamide + thiacloprid (belt expert) 80 ml /200 litres of water / acre  
ఫ్లూబెండమైడ్+  థయోక్లోప్రిడ్  80 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray copper oxy chloride  (blue copper) 250 gm /200 litres of water / acre  
కాపర్ ఆక్సీక్లోరైడ్  600 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
black gram weed management.,"ఫినాక్సీప్రాప్ పి ఈథైల్ (విప్ సూపర్ ,ప్యూమా సూపర్) 250 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి."
"application of psb, vam fungi, azatobacter etc.,","psb, vam fungi, azatobacter etc., apply along with 100kgs of compost or farm yard menure.or apply with sprayer to the wet soil directly
"
"precautions in black gram 
",recommended neem oil 1 lit / 200 lit /acre 
aphids in black gram ,ఇమిడాక్లోప్రిడ్  60 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"leaf eating caterpillar management in black gram 
",recommended to spray solomon (betacyfluthrin*imidacloprid) 70ml/acre 
leaf spot and powdery mildew management in black gram,"recommended to spray (hexaconazole+zineb) (avtar) 500 grams / 150 litres of water /acre  
  ( హెక్సాకొనజోల్   + జినెబ్)  500 గ్రాములు /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
black gram   pod borer management,"--థయోడికార్బ్ 300 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
"
flower and bod borer in black gram ,"recommended to spray  phosphomidon  (demecron) 400 ml /200 litres of water /  acre     ben
ఫాస్ఫామిడాన్  400 మిల్లి లీటర్లు   /  200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
white fly and  leaf spot in black gram,"recommended to spray thiamethoxam 40 grams /150 litres of water / acre   థయోమిథాక్జొమ్ 40 గ్రాములు   / 150 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray (hexaconazole+captan) (taaqat)400 grams / 150 litres of water /acre  
  ( హెక్సాకొనజోల్   +కాప్టాన్ )  400 గ్రాములు /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
recommended  to spray streptocycline   20 gram  / 200 litres of water /acre   స్టెఫ్టోసైక్లిన్ 20  గ్రాములు /200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
"leaf folder in black gram, nutrient spray","ambition @250 ml per acre

recommended to spray emamectin benzoate (proclaim) 90 grams /150 litres of water / acre ఎమామెక్టిన్ బెంజోయేట్ 90 గ్రాములు /150 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి"
power mildew in black gram ,"recommended to spray myclobutanil ( index ) 150gm /acre 
"
